event_message,id,identifier,method,path,search,status_code,timestamp
GET | 200 | 81.77.184.246 | 982adac0bd8feef7 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,f6d74202-3e4c-416c-9fe5-366a9a97dba6,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471255190000
GET | 200 | 81.77.184.246 | 982ada04dbb6c028 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,2c27953f-b7aa-4d00-ad29-dbfa9a87902f,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471225107000
GET | 200 | 81.77.184.246 | 982ada04df1fcd6c | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,d65e0a6f-3d3e-4ca2-89c7-c62677c20722,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471225105000
GET | 200 | 81.77.184.246 | 982ad9e58c0d3840 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,0ff00496-7bca-45d7-81bd-addfe2381507,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471220094000
GET | 200 | 81.77.184.246 | 982ad9c64d9d719c | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,abddcace-da7a-4dc5-bc30-6fb5b57a14ee,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471215091000
GET | 200 | 81.77.184.246 | 982ad9c64ac3d1fa | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,a895d298-b59e-4b26-88c0-cf7db52ccffb,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471215090000
GET | 200 | 81.77.184.246 | 982ad9a6f819ed07 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,1aac9e83-8850-4425-a166-df7708657292,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471210095000
GET | 200 | 81.77.184.246 | 982ad9a6f8b2edf4 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,22c4a3c5-a73e-4512-82db-213f96cd8836,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471210081000
GET | 200 | 81.77.184.246 | 982ad987bafcae9a | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,0c9299ed-f524-483f-975d-63019c970c20,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471205082000
GET | 200 | 81.77.184.246 | 982ad987bb699d65 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,9b9d1e81-f167-4087-a471-278020e851df,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471205080000
GET | 200 | 81.77.184.246 | 982ad9685f30499a | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,26498627-e404-4657-93d1-19f825a36c9a,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471200069000
GET | 200 | 81.77.184.246 | 982ad9685f0cd7ce | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,ece2a2ce-c00a-40a7-ae17-5b62a1db7eac,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471200061000
GET | 200 | 81.77.184.246 | 982ad9491f880b27 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,80a19f52-d145-431d-aad7-4d5cdbb14bd8,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471195061000
GET | 200 | 81.77.184.246 | 982ad948fd6a5265 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,872fb65b-a004-4130-bd62-c25ebe8dcbd3,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471195047000
GET | 200 | 81.77.184.246 | 982ad929de184173 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,a30c1dac-a528-4b64-b2a1-e39be4b86c61,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471190066000
"PUT | 200 | 81.77.184.246 | 982ad927ef7c9bc3 | https://htxsylxwvcbrazdowjys.supabase.co/storage/v1/object/upload/sign/originals/33ac3f1e-48a8-4050-bb97-e67ca4ad232e/mcIn44ESC9tyuPyR648YB.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV84MDg4YTkzZC1iOGFmLTRkNGMtYmQwNS1iZWM1NWM1MWNjYTciLCJhbGciOiJIUzI1NiJ9.eyJvd25lciI6IjMzYWMzZjFlLTQ4YTgtNDA1MC1iYjk3LWU2N2NhNGFkMjMyZSIsInVybCI6Im9yaWdpbmFscy8zM2FjM2YxZS00OGE4LTQwNTAtYmI5Ny1lNjdjYTRhZDIzMmUvbWNJbjQ0RVNDOXR5dVB5UjY0OFlCLnBuZyIsInVwc2VydCI6ZmFsc2UsImlhdCI6MTc1ODQ3MTE4OSwiZXhwIjoxNzU4NDc4Mzg5fQ.k3J3xecQSFb4MJgpYD69vbfhL80192K9dtHQd0QKa0M | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",c0ff1c01-2a92-44f4-94a9-9d9047b92fd6,htxsylxwvcbrazdowjys,PUT,/storage/v1/object/upload/sign/originals/33ac3f1e-48a8-4050-bb97-e67ca4ad232e/mcIn44ESC9tyuPyR648YB.png,?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV84MDg4YTkzZC1iOGFmLTRkNGMtYmQwNS1iZWM1NWM1MWNjYTciLCJhbGciOiJIUzI1NiJ9.eyJvd25lciI6IjMzYWMzZjFlLTQ4YTgtNDA1MC1iYjk3LWU2N2NhNGFkMjMyZSIsInVybCI6Im9yaWdpbmFscy8zM2FjM2YxZS00OGE4LTQwNTAtYmI5Ny1lNjdjYTRhZDIzMmUvbWNJbjQ0RVNDOXR5dVB5UjY0OFlCLnBuZyIsInVwc2VydCI6ZmFsc2UsImlhdCI6MTc1ODQ3MTE4OSwiZXhwIjoxNzU4NDc4Mzg5fQ.k3J3xecQSFb4MJgpYD69vbfhL80192K9dtHQd0QKa0M,200,1758471190060000
GET | 200 | 81.77.184.246 | 982ad929cd7319ac | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,06097f62-29b7-439b-9b06-7004c30c3a8d,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471190050000
"OPTIONS | 200 | 81.77.184.246 | 982ad927bf119bc3 | https://htxsylxwvcbrazdowjys.supabase.co/storage/v1/object/upload/sign/originals/33ac3f1e-48a8-4050-bb97-e67ca4ad232e/mcIn44ESC9tyuPyR648YB.png?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV84MDg4YTkzZC1iOGFmLTRkNGMtYmQwNS1iZWM1NWM1MWNjYTciLCJhbGciOiJIUzI1NiJ9.eyJvd25lciI6IjMzYWMzZjFlLTQ4YTgtNDA1MC1iYjk3LWU2N2NhNGFkMjMyZSIsInVybCI6Im9yaWdpbmFscy8zM2FjM2YxZS00OGE4LTQwNTAtYmI5Ny1lNjdjYTRhZDIzMmUvbWNJbjQ0RVNDOXR5dVB5UjY0OFlCLnBuZyIsInVwc2VydCI6ZmFsc2UsImlhdCI6MTc1ODQ3MTE4OSwiZXhwIjoxNzU4NDc4Mzg5fQ.k3J3xecQSFb4MJgpYD69vbfhL80192K9dtHQd0QKa0M | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",99c4e5fd-ac3e-4fa0-a48e-5c6988b5933f,htxsylxwvcbrazdowjys,OPTIONS,/storage/v1/object/upload/sign/originals/33ac3f1e-48a8-4050-bb97-e67ca4ad232e/mcIn44ESC9tyuPyR648YB.png,?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV84MDg4YTkzZC1iOGFmLTRkNGMtYmQwNS1iZWM1NWM1MWNjYTciLCJhbGciOiJIUzI1NiJ9.eyJvd25lciI6IjMzYWMzZjFlLTQ4YTgtNDA1MC1iYjk3LWU2N2NhNGFkMjMyZSIsInVybCI6Im9yaWdpbmFscy8zM2FjM2YxZS00OGE4LTQwNTAtYmI5Ny1lNjdjYTRhZDIzMmUvbWNJbjQ0RVNDOXR5dVB5UjY0OFlCLnBuZyIsInVwc2VydCI6ZmFsc2UsImlhdCI6MTc1ODQ3MTE4OSwiZXhwIjoxNzU4NDc4Mzg5fQ.k3J3xecQSFb4MJgpYD69vbfhL80192K9dtHQd0QKa0M,200,1758471189719000
POST | 201 | 81.77.184.246 | 982ad926a968d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/assets?select=* | node,a803a662-0149-4321-a3e5-467dbafac9d9,htxsylxwvcbrazdowjys,POST,/rest/v1/assets,?select=*,201,1758471189550000
POST | 200 | 81.77.184.246 | 982ad9248cc0d24d | https://htxsylxwvcbrazdowjys.supabase.co/storage/v1/object/upload/sign/originals/33ac3f1e-48a8-4050-bb97-e67ca4ad232e/mcIn44ESC9tyuPyR648YB.png | node,7a94f275-2247-4477-bded-f8ac648225ec,htxsylxwvcbrazdowjys,POST,/storage/v1/object/upload/sign/originals/33ac3f1e-48a8-4050-bb97-e67ca4ad232e/mcIn44ESC9tyuPyR648YB.png,null,200,1758471189218000
GET | 200 | 81.77.184.246 | 982ad9240bbad24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,7b99ac73-0a4b-4868-a089-8e0d85aaee1a,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471189132000
GET | 200 | 81.77.184.246 | 982ad90eab21f578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,bb289077-ac7e-4641-9767-74062fcc3c04,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471185717000
GET | 200 | 81.77.184.246 | 982ad90e3cfad24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,a876043c-d428-4686-a63b-618766f155b1,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471185644000
GET | 200 | 81.77.184.246 | 982ad90dabd5d24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,15325861-7704-4647-982d-c2d155be4cc2,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471185558000
GET | 200 | 81.77.184.246 | 982ad90d1feff578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,8ed7ab69-502d-48c9-aeb8-bb89844d7212,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471185468000
GET | 200 | 81.77.184.246 | 982ad90ca922d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,fde06d41-a0a3-4e02-8ccc-4b2b36372efe,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471185393000
GET | 200 | 81.77.184.246 | 982ad90c282bd24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,3e4eee3b-cfdd-46c2-a94f-619245675156,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471185316000
GET | 200 | 81.77.184.246 | 982ad90b7c5df578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,8716cc95-6b3d-4256-b153-6f6629999930,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471185200000
GET | 200 | 81.77.184.246 | 982ad90afdbbd24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,f56d9483-40ad-43dc-856a-9630d96bd7c3,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471185123000
GET | 200 | 81.77.184.246 | 982ad90a8c7fd24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,72f154b8-7de4-495c-b137-87e35ed6bb80,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471185051000
GET | 200 | 81.77.184.246 | 982ad90a8d8c3238 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,3254f61a-ede0-453c-899b-cf6e9a170e70,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471185051000
GET | 200 | 81.77.184.246 | 982ad90a6bc8293c | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/jobs?select=*&status=eq.queued&order=created_at.asc&limit=1 | node,acf3260d-ccb2-41a5-8bd5-23acb457b4ea,htxsylxwvcbrazdowjys,GET,/rest/v1/jobs,?select=*&status=eq.queued&order=created_at.asc&limit=1,200,1758471185035000
GET | 200 | 81.77.184.246 | 982ad909f959f578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,6448eaac-d217-4b57-a37f-c7cfd6bdd414,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471184964000
GET | 200 | 81.77.184.246 | 982ad9098a58d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,c7804f32-8fca-4b07-a958-d6565bc2798f,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471184890000
GET | 200 | 81.77.184.246 | 982ad909097fd24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,ad2c9664-7f36-404c-8400-cec7f75d4312,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471184812000
GET | 200 | 81.77.184.246 | 982ad8f92bd2f578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,3bdb48d8-e004-44e2-ada8-3a7cec41f850,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471182270000
GET | 200 | 81.77.184.246 | 982ad8f8aed5d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,9486ed22-9b1d-4759-9e82-f298fafad9c5,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471182188000
GET | 200 | 81.77.184.246 | 982ad8f83dd3d24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,51ef9d50-324a-42c3-b072-1f92b0f45ece,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471182117000
GET | 200 | 81.77.184.246 | 982ad8f77f82f578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,b2c6bd4b-c97d-4ef8-85d9-10daa4508f42,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471181999000
GET | 200 | 81.77.184.246 | 982ad8f6fb58d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,5fab9a9c-8c1e-4b9d-902d-91d4b2505b9a,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471181925000
GET | 200 | 81.77.184.246 | 982ad8f67a6ad24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,b71a31c5-e9e6-4706-8008-77d59aab19b5,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471181842000
GET | 200 | 81.77.184.246 | 982ad8f5ec03f578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,14cc76b4-7b0f-414b-b038-9ca0a20b5fe3,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471181757000
GET | 200 | 81.77.184.246 | 982ad8f58837d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,d71a6871-f226-409e-ab5e-66dc2f241e4f,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471181688000
GET | 200 | 81.77.184.246 | 982ad8f50f0dd24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,e3191e58-291e-445b-af76-7517927678ca,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471181612000
GET | 200 | 81.77.184.246 | 982ad8f46858f578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,2ca65536-cdd6-44b7-9ad3-f9ed2fc34b5d,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471181507000
GET | 200 | 81.77.184.246 | 982ad8f3fccad24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,53f5353a-e1b3-42aa-9f3e-cbd274f0bfaa,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471181440000
GET | 200 | 81.77.184.246 | 982ad8f37bc4d24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,36376d05-e295-45cc-9ae8-4e75eb63d959,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471181367000
GET | 200 | 81.77.184.246 | 982ad8f2dc7df578 | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credit_events?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10 | node,3a633a69-f5e5-4d8e-8370-a69b8bee51a1,htxsylxwvcbrazdowjys,GET,/rest/v1/credit_events,?select=delta%2Creason%2Ccreated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e&order=created_at.desc&limit=10,200,1758471181266000
GET | 200 | 81.77.184.246 | 982ad8f269a2d24d | https://htxsylxwvcbrazdowjys.supabase.co/rest/v1/credits?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e | node,8b66a853-609e-4683-b38f-365cceb3da9e,htxsylxwvcbrazdowjys,GET,/rest/v1/credits,?select=balance%2Cupdated_at&user_id=eq.33ac3f1e-48a8-4050-bb97-e67ca4ad232e,200,1758471181187000
GET | 200 | 81.77.184.246 | 982ad8f1e8b5d24d | https://htxsylxwvcbrazdowjys.supabase.co/auth/v1/user | node,01c21957-89f5-41c4-a95e-74f4dbaa91ce,htxsylxwvcbrazdowjys,GET,/auth/v1/user,null,200,1758471181115000
